condition,contrast,cluster,kind,wavelength_nm,difference,aggregation
B1,B1-M00,1,reflectance,913.1,-0.004945715917510696,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,956.7859607843137,-1.3219914944975574e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,962.246705882353,4.9854757691406986e-08,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,967.7074509803922,4.846457893284781e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,973.1681960784314,2.0657186080652513e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,978.6289411764706,-5.166427656526976e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,984.0896862745099,-5.439616125743598e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,989.550431372549,1.6495717347988448e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,995.0111764705882,3.444303381048849e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1000.4719215686275,3.0726787361663515e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1005.9326666666667,4.132028538499194e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1011.3934117647059,-2.932913441748684e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1016.8541568627452,-2.53326611033079e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1022.3149019607844,-8.544398575463124e-08,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1027.7756470588236,2.003747539059153e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1033.2363921568628,4.741833220459616e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1038.697137254902,3.565976836489266e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1044.1578823529412,-2.1912614479193316e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1049.6186274509805,2.59555184320781e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1055.0793725490196,-1.8339596221715154e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1060.5401176470589,-1.7405567600584238e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1066.0008627450982,2.0242554775883965e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1071.4616078431372,-2.4094396365594233e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1076.9223529411765,-5.082680405348865e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1082.3830980392158,-6.436690910862213e-08,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1087.843843137255,-7.319190719830308e-08,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1093.3045882352942,1.4176549535097651e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1098.7653333333333,4.562981016443083e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1104.2260784313726,-2.2278445056044351e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1109.6868235294119,-9.09226142351001e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1115.1475686274512,-8.221187405424026e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1120.6083137254902,-4.3078129385993154e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1126.0690588235295,-1.5663768496736776e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1131.5298039215686,-1.5701443834153428e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1136.990549019608,-3.811911820105244e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1142.4512941176472,-7.456779913091213e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1147.9120392156863,-6.251043794779579e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1153.3727843137256,-1.8970813094657596e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1158.8335294117649,3.431688825602648e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1164.294274509804,9.195013354976477e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1169.7550196078432,8.328886378136381e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1175.2157647058825,4.5328185039248117e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1180.6765098039216,3.267514714576983e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1186.137254901961,-1.556702534122243e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1191.598,-3.456864026636075e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1197.0587450980393,-3.2197081794030564e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1202.5194901960786,-2.0317341782200444e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1207.9802352941178,2.4473651568848444e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1213.440980392157,3.906973094292854e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1218.9017254901962,-9.821726421826865e-08,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1224.3624705882353,3.350166071338159e-08,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1229.8232156862746,-1.4004724784105152e-08,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1235.2839607843139,-8.298494310173374e-08,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1240.7447058823532,-3.353262651150388e-08,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1246.2054509803922,-1.5065884584841085e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1251.6661960784315,-5.1296007969317675e-08,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1257.1269411764706,1.9489794514027299e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1262.58768627451,3.1662500692319215e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1268.0484313725492,2.0156358179433652e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1273.5091764705883,4.874368531801499e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1278.9699215686276,5.771278721872487e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1284.4306666666666,4.5068666475409246e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1289.891411764706,5.707305827761673e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1295.3521568627452,-1.1232995206954495e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1300.8129019607845,-1.7543182580741817e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1306.2736470588236,-1.8307853266748598e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1311.734392156863,-1.3491299374726842e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1317.195137254902,-5.350466301283957e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1322.6558823529413,-6.137703508389753e-08,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1328.1166274509806,-1.3330418166307065e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1333.5773725490199,-9.800285851762123e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1339.038117647059,-6.96522544367573e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1344.4988627450982,6.00199873331381e-08,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1349.9596078431373,6.447998816695218e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1355.4203529411766,8.701664161751248e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1360.8810980392159,9.191145808204168e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1366.341843137255,6.827437760841568e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1371.8025882352943,4.0705237859179114e-08,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1377.2633333333333,-6.736728245658931e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1382.7240784313726,-2.1639473672499824e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1388.184823529412,-3.325867257041314e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1393.6455686274512,-2.9849651086349065e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1399.1063137254903,-1.59833995754262e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1404.5670588235296,-5.937487885614146e-08,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1410.0278039215686,1.6007116260393136e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1415.488549019608,2.3807958187684054e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1420.9492941176472,2.4153466909140783e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1426.4100392156865,2.173117621304238e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1431.8707843137256,1.1583498218653684e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1437.3315294117647,1.9606088984455412e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1442.792274509804,1.4558858172728103e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1448.2530196078433,8.644328479630019e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1453.7137647058826,1.1593683722518647e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1459.1745098039219,7.824034211081144e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1464.635254901961,2.0693747899779325e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1470.096,2.889949751483682e-08,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1475.5567450980393,2.553280295252856e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1481.0174901960786,4.645593360377739e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1486.478235294118,5.672785523156161e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1491.938980392157,5.873930798668261e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1497.3997254901963,6.81010147978885e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1502.8604705882353,7.719608484359025e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1508.3212156862746,3.2106606430920336e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1513.781960784314,-4.568815305778149e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1519.2427058823532,-9.831588116499072e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1524.7034509803923,-8.966424667776471e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1530.1641960784316,-4.405508889397384e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1535.6249411764707,3.2672758824293276e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1541.08568627451,9.350892254315331e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1546.5464313725493,2.2363313558463092e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1552.0071764705885,-6.315187700351933e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1557.4679215686276,-8.905668205803845e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1562.9286666666667,-3.9207714391124547e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1568.389411764706,3.279842590340387e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1573.8501568627453,6.316424375069027e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1579.3109019607846,1.8398817272206015e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1584.7716470588239,-1.119786886601018e-08,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1590.232392156863,1.0294804118474423e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1595.693137254902,2.6008738005290464e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1601.1538823529413,6.011768828622288e-08,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1606.6146274509806,-4.065928597769529e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1612.07537254902,-3.406227962691327e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1617.536117647059,-3.450737413051841e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1622.9968627450983,-9.292284925923165e-08,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1628.4576078431373,3.557017734125332e-08,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1633.9183529411766,6.740106409399528e-08,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1639.379098039216,4.479254216148724e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1644.8398431372552,7.629616050395231e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1650.3005882352943,7.869734982893342e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1655.7613333333334,6.625871557266148e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1661.2220784313727,-6.024349372590637e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1666.682823529412,-1.224736555215608e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1672.1435686274513,-1.5272586344761073e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1677.6043137254906,-9.785599597716559e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1683.0650588235296,-2.154906666920324e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1688.5258039215687,1.4510498638064515e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1693.986549019608,-1.998633853433474e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1699.4472941176473,1.7622452629100953e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1704.9080392156866,-5.707039747069973e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1710.3687843137257,-7.469128713576874e-08,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1715.829529411765,4.0505028156119925e-08,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1721.290274509804,-1.6375264296726628e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1726.7510196078433,2.4241189675517514e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1732.2117647058826,7.878327277947983e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1737.672509803922,-9.492331764238504e-08,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1743.133254901961,-5.80767040746421e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1748.594,-6.139201021499312e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1754.0547450980393,-4.006347298584604e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1759.5154901960786,1.5771424128518295e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1764.976235294118,4.7553799338590727e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1770.4369803921572,-2.2530395513804714e-08,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1775.8977254901963,-2.682938429022298e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1781.3584705882354,4.340371665633751e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1786.8192156862747,8.703641212086453e-10,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1792.279960784314,-2.5307327242694673e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1797.7407058823533,3.46388685195608e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1803.2014509803923,1.3623783395486192e-08,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1808.6621960784316,2.47642659102329e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1814.1229411764707,1.270598400913461e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1819.58368627451,7.133031594299009e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1825.0444313725493,6.85153762249527e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1830.5051764705886,6.171842659956108e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1835.9659215686277,-8.711360859083195e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1841.4266666666667,-1.1495399474910563e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1846.887411764706,-7.246462302243706e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1852.3481568627453,-8.598562608075715e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1857.8089019607846,-1.1385838839167493e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1863.269647058824,7.656599931549056e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1868.730392156863,1.9366755680347173e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1874.191137254902,-1.322210890409599e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1879.6518823529414,-4.695427620470455e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1885.1126274509807,-6.696569032430542e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1890.57337254902,-6.265469666577096e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1896.034117647059,-4.94631350429627e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1901.4948627450983,-2.375323232499311e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1906.9556078431374,6.378755608692422e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1912.4163529411767,1.0071844720967117e-05,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1917.877098039216,1.068481101474704e-05,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1923.3378431372553,6.1719897431672984e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1928.7985882352943,-4.3631740378682763e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1934.2593333333336,-3.7330473360441146e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1939.7200784313727,-9.808265450746465e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1945.180823529412,-9.873801481986687e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1950.6415686274513,4.139166052458712e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1956.1023137254906,1.8142662787580695e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1961.5630588235294,1.2565603624560112e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1967.0238039215687,-2.2033458199389852e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1972.484549019608,-1.1008755377218167e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1977.9452941176473,5.152541424436405e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1983.4060392156866,5.052872643708416e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1988.866784313726,1.9574798051508767e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1994.3275294117648,-1.3686335964537566e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,1999.788274509804,-2.3388733485465955e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2005.2490196078434,-5.03492580309954e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2010.7097647058827,-7.728474195734089e-08,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2016.170509803922,-3.578800945688e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2021.6312549019613,4.710522071344313e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2027.092,-1.6903111964017699e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2032.5527450980394,-9.01467672107343e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2038.0134901960787,-1.4681260516274423e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2043.474235294118,-1.2852032761073305e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2048.9349803921573,1.4055194686097149e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2054.3957254901966,1.0587184352897083e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2059.8564705882354,1.0512790504173852e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2065.3172156862747,1.162302634513573e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2070.777960784314,-3.1281270719980024e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2076.2387058823533,1.0708119211209507e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2081.6994509803926,2.596533148493649e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2087.1601960784315,-8.955050017564571e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2092.6209411764708,7.078956055136116e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2098.08168627451,7.442502709783307e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2103.5424313725493,-8.7846785886915e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2109.0031764705886,2.651740400057535e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2114.463921568628,-3.4255916324395745e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2119.924666666667,-6.309876408678746e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2125.385411764706,-8.51343713174268e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2130.8461568627454,-3.848345974890329e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2136.3069019607847,9.239385869734752e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2141.767647058824,1.8496646305814026e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2147.2283921568633,4.3909994290969704e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2152.689137254902,-1.6010411016668626e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2158.1498823529414,-3.6139549767195644e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2163.6106274509807,-3.0710952764825288e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2169.07137254902,1.637721357652344e-08,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2174.5321176470593,3.836943188201411e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2179.992862745098,3.1206740885431146e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2185.4536078431374,-8.554233210754822e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2190.9143529411767,-2.252529965149908e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2196.375098039216,-2.237682887788176e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2201.8358431372553,-1.031388540833956e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2207.2965882352946,1.8827814964482657e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2212.7573333333335,1.3538340579398727e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2218.2180784313728,2.149985500333841e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2223.678823529412,4.169686544403102e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2229.1395686274514,2.136457918716869e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2234.6003137254907,-5.44045877381042e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2240.06105882353,-2.281954575865226e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2245.521803921569,4.876559539437609e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2250.982549019608,4.569470974325637e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2256.4432941176474,8.346776578122877e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2261.9040392156867,4.329494004030279e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2267.364784313726,1.8142736293076412e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2272.825529411765,6.092638358457832e-07,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2278.286274509804,-4.8358127059615325e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2283.7470196078434,-2.5733494503603083e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2289.2077647058827,1.3283494297322855e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2294.668509803922,1.3283494297322177e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2300.1292549019613,1.3283494297322177e-06,difference of equal-sample representative means; not paired
B1,B1-M00,1,second_derivative,2305.59,1.3283494297322177e-06,difference of equal-sample representative means; not paired
B1,B1-M00,2,reflectance,913.1,0.11506185059603968,difference of equal-sample representative means; not paired
B1,B1-M00,2,reflectance,918.5607450980392,0.13602206084631918,difference of equal-sample representative means; not paired
B1,B1-M00,2,reflectance,924.0214901960785,0.14869207854430977,difference of equal-sample representative means; not paired
B1,B1-M00,2,reflectance,929.4822352941177,0.1591924352369849,difference of equal-sample representative means; not paired
B1,B1-M00,2,reflectance,934.9429803921569,0.16498586359863665,difference of equal-sample representative means; not paired
B1,B1-M00,2,reflectance,940.4037254901962,0.16878194194174068,difference of equal-sample representative means; not paired
B1,B1-M00,2,reflectance,945.8644705882353,0.1747621456046915,difference of equal-sample representative means; not paired
B1,B1-M00,2,reflectance,951.3252156862745,0.17484486372743402,difference of equal-sample representative means; not paired
B1,B1-M00,2,reflectance,956.7859607843137,0.17548613945579372,difference of equal-sample representative means; not paired
B1,B1-M00,2,reflectance,962.246705882353,0.17491527421082098,difference of equal-sample representative means; not paired
B1,B1-M00,2,reflectance,967.7074509803922,0.1745049601877957,difference of equal-sample representative means; not paired
B1,B1-M00,2,reflectance,973.1681960784314,0.17412314438286614,difference of equal-sample representative means; not paired
B1,B1-M00,2,reflectance,978.6289411764706,0.17376257134928896,difference of equal-sample representative means; not paired
